,Name,Brand,Model,Battery,Screen,Touchscreen,Resolution_x,Resolution_y,Processor_Cores,RAM,Storage,Rear_Camera,Front_Camera,OS,Wi_Fi,Bluetooth,GPS,SIMs,H_3G,LTE_4G,Price
322,Gionee S11 Lite,Gionee,S11 Lite,3030,5.70,Yes,720,1440,8,4000,32.000,13.00,16.00,Android,Yes,Yes,Yes,2,Yes,Yes,6319
323,Vivo V7,Vivo,V7,3000,5.70,Yes,720,1440,8,4000,32.000,16.00,24.00,Android,Yes,Yes,Yes,2,Yes,Yes,13990
324,Redmi Y1,Xiaomi,Redmi Y1,3080,5.50,Yes,720,1280,8,2000,16.000,13.00,16.00,Android,Yes,Yes,Yes,2,Yes,Yes,8490
325,Redmi 5A,Xiaomi,Redmi 5A,3000,5.00,Yes,720,1280,4,2000,16.000,13.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,7199
326,Honor 7X,Honor,7X,3340,5.93,Yes,1080,2160,8,4000,32.000,16.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,12722
327,Honor Holly 4,Honor,Holly 4,3020,5.00,Yes,720,1280,8,3000,32.000,13.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,8499
328,Gionee M7 Power,Gionee,M7 Power,5000,6.00,Yes,720,1440,8,4000,64.000,13.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,8890
329,Vivo V7+,Vivo,V7+,3225,5.99,Yes,720,1440,8,4000,64.000,16.00,24.00,Android,Yes,Yes,Yes,2,Yes,Yes,10990
330,Asus ZenFone 4 Selfie Pro,Asus,ZenFone 4 Selfie Pro,3000,5.50,Yes,1080,1920,8,4000,64.000,16.00,12.00,Android,Yes,Yes,Yes,2,Yes,Yes,25999
331,LG Q6,LG,Q6,3000,5.50,Yes,1080,2160,8,3000,32.000,13.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,8948
332,Oppo F3,Oppo,F3,3200,5.50,Yes,1080,1920,8,4000,64.000,13.00,16.00,Android,Yes,Yes,Yes,2,Yes,Yes,11990
333,Smartron srt.phone,Smartron,srt.phone,3000,5.50,Yes,1080,1920,8,4000,32.000,13.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,5999
334,Vivo V5s,Vivo,V5s,3000,5.50,Yes,720,1280,8,4000,64.000,13.00,20.00,Android,Yes,Yes,Yes,2,Yes,Yes,12990
335,Micromax Evok Power,Micromax,Evok Power,4000,5.00,Yes,720,1280,4,2000,16.000,8.00,5.00,Android,Yes,Yes,No,2,No,Yes,5499
336,Lava Z25,Lava,Z25,3020,5.50,Yes,720,1280,8,4000,32.000,13.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,12000
337,Nubia M2,Nubia,M2,3630,5.50,Yes,1080,1920,8,4000,64.000,13.00,16.00,Android,Yes,Yes,Yes,2,Yes,Yes,12990
338,Cat S60,Cat,S60,3800,4.70,Yes,720,1280,8,2000,16.000,13.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,39999
339,Coolpad Note 5 Lite,Coolpad,Note 5 Lite,2500,5.00,Yes,720,1280,4,3000,16.000,13.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,4290
340,Gionee A1,Gionee,A1,4010,5.50,Yes,1080,1920,8,4000,64.000,13.00,16.00,Android,Yes,Yes,Yes,2,Yes,Yes,9999
341,Sony Xperia XA1 Ultra,Sony,Xperia XA1 Ultra,2700,6.00,Yes,1080,1920,8,4000,64.000,23.00,16.00,Android,Yes,Yes,Yes,2,No,Yes,5994
342,Sony Xperia XZs,Sony,Xperia XZs,2900,5.20,Yes,1080,1920,4,4000,32.000,19.00,13.00,Android,Yes,Yes,Yes,2,Yes,Yes,29990
343,Gionee A1 Plus,Gionee,A1 Plus,4550,6.00,Yes,1080,1920,8,4000,64.000,13.00,20.00,Android,Yes,Yes,Yes,2,Yes,Yes,994
344,Motorola Moto G5,Motorola,Moto G5,2800,5.00,Yes,1080,1920,8,2000,16.000,13.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,5450
345,Honor 8 Lite,Honor,8 Lite,3000,5.20,Yes,1080,1920,8,4000,64.000,12.00,8.00,Android,Yes,Yes,No,2,Yes,Yes,14933
346,Vivo V5 Plus,Vivo,V5 Plus,3055,5.50,Yes,1080,1920,8,4000,64.000,16.00,20.00,Android,Yes,Yes,Yes,2,Yes,Yes,12500
347,Nokia 6,Nokia,6,3000,5.50,Yes,1080,1920,8,2000,16.000,16.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,7250
348,Samsung Galaxy A7 (2017),Samsung,Galaxy A7 (2017),3600,5.70,Yes,1080,1920,8,3000,32.000,16.00,16.00,Android,Yes,Yes,Yes,2,Yes,Yes,25900
349,Samsung Galaxy A5 (2017),Samsung,Galaxy A5 (2017),3000,5.20,Yes,1080,1920,8,3000,32.000,16.00,16.00,Android,Yes,Yes,Yes,2,Yes,Yes,18999
350,Coolpad Note 3S,Coolpad,Note 3S,2500,5.50,Yes,720,1080,8,3000,32.000,13.00,5.00,Android,Yes,Yes,No,2,Yes,Yes,8990
351,Oppo A57,Oppo,A57,2900,5.20,Yes,720,1280,8,3000,32.000,13.00,16.00,Android,Yes,Yes,Yes,2,Yes,Yes,12000
352,Vivo V5,Vivo,V5,3000,5.50,Yes,720,1280,8,4000,32.000,13.00,20.00,Android,Yes,Yes,Yes,2,Yes,Yes,16541
353,Asus ZenFone 3 Max (ZC553KL),Asus,ZenFone 3 Max (ZC553KL),4100,5.50,Yes,1080,1920,8,2000,32.000,16.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,8599
354,Lyf F1,Lyf,F1,3200,5.50,Yes,1080,1920,8,3000,32.000,16.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,6499
355,InFocus Epic 1,InFocus,Epic 1,3000,5.50,Yes,1080,1920,10,3000,32.000,16.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,10999
356,Honor 6X,Honor,6X,3340,5.50,Yes,1080,1920,8,3000,32.000,12.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,13999
357,Intex Aqua S7,Intex,Aqua S7,3200,5.00,Yes,720,1280,1,3000,16.000,13.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,5499
358,Lenovo P2,Lenovo,P2,5100,5.50,Yes,1080,1920,8,3000,32.000,13.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,16999
359,Lenovo K6 Note,Lenovo,K6 Note,4000,5.50,Yes,1080,1920,8,3000,32.000,16.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,8890
360,Gionee S6s,Gionee,S6s,3150,5.50,Yes,1080,1920,8,3000,32.000,13.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,12000
361,Coolpad Cool 1 Dual,Coolpad,Cool 1 Dual,4000,5.50,Yes,1080,1920,8,3000,32.000,13.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,12639
362,Oppo F1s,Oppo,F1s,3075,5.50,Yes,720,1280,8,3000,32.000,13.00,16.00,Android,Yes,Yes,Yes,2,Yes,Yes,15990
363,BlackBerry DTEK50,BlackBerry,DTEK50,2610,5.20,Yes,1080,1920,8,3000,16.000,13.00,8.00,Android,Yes,Yes,Yes,1,Yes,Yes,11999
364,Asus ZenFone 3 Laser,Asus,ZenFone 3 Laser,3000,5.50,Yes,1080,1920,8,4000,32.000,13.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,5499
365,Lenovo Phab 2 Plus,Lenovo,Phab 2 Plus,4050,6.40,Yes,1080,1920,8,3000,32.000,13.00,8.00,Android,Yes,Yes,Yes,1,Yes,Yes,9999
366,Yu Yunicorn,Yu,nicorn,4000,5.50,Yes,1080,1920,8,4000,32.000,13.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,4999
367,Coolpad Note 3 Plus,Coolpad,Note 3 Plus,3000,5.50,Yes,1080,1920,8,3000,16.000,13.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,6249
368,LeEco Le 1s Eco,LeEco,Le 1s Eco,3000,5.50,Yes,1080,1920,8,3000,32.000,13.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,7990
369,Vivo V3Max,Vivo,V3Max,3000,5.50,Yes,1080,1920,8,4000,32.000,13.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,17979
370,Oppo F1 Plus,Oppo,F1 Plus,2850,5.50,Yes,1080,1920,8,4000,64.000,13.00,16.00,Android,Yes,Yes,Yes,2,Yes,Yes,17990
371,InFocus Bingo 50,InFocus,Bingo 50,2500,5.00,Yes,720,1280,4,3000,16.000,8.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,9990
372,Lenovo Vibe K5,Lenovo,Vibe K5,2750,5.00,Yes,720,1280,8,2000,16.000,13.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,5999
373,Lenovo Vibe K5 Plus,Lenovo,Vibe K5 Plus,2750,5.00,Yes,1080,1920,8,2000,16.000,13.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,7999
374,Xolo Era 4K,Xolo,Era 4K,4000,5.00,Yes,720,1280,4,2000,8.000,8.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,4999
375,LG X screen,LG,X screen,2300,4.93,Yes,720,1280,4,2000,16.000,13.00,8.00,Android,Yes,Yes,Yes,1,Yes,Yes,7990
376,Coolpad Note 3 Lite,Coolpad,Note 3 Lite,2500,5.00,Yes,720,1280,4,3000,16.000,13.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,4999
377,Lenovo Vibe K4 Note,Lenovo,Vibe K4 Note,3300,5.50,Yes,1080,1920,8,3000,16.000,13.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,8990
378,Gionee Marathon M5 Plus,Gionee,Marathon M5 Plus,5020,6.00,Yes,1080,1920,8,3000,64.000,13.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,23900
379,Intex Aqua GenX,Intex,Aqua GenX,2850,5.50,Yes,1080,1920,8,2000,16.000,13.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,9630
380,Yu Yutopia,Yu,topia,3000,5.20,Yes,1440,2560,8,4000,32.000,21.00,8.00,Cyanogen,Yes,Yes,Yes,2,Yes,Yes,29999
381,InFocus M680,InFocus,M680,2600,5.50,Yes,1080,1920,8,2000,16.000,13.00,13.00,Android,Yes,Yes,Yes,2,Yes,Yes,4990
382,Gionee Marathon M5 Lite,Gionee,Marathon M5 Lite,4000,5.00,Yes,720,1280,4,3000,32.000,8.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,7499
383,Gionee S6,Gionee,S6,3150,5.50,Yes,720,1280,8,3000,32.000,13.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,15998
384,Motorola Moto G Turbo Edition,Motorola,Moto G Turbo Edition,2470,5.00,Yes,720,1280,8,2000,16.000,13.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,16999
385,Micromax Canvas 5,Micromax,Canvas 5,2900,5.20,Yes,1080,1920,8,3000,16.000,13.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,6800
386,Honor 5X,Honor,5X,3000,5.50,Yes,1080,1920,8,2000,16.000,13.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,7400
387,Coolpad Note 3,Coolpad,Note 3,3000,5.50,Yes,720,1280,8,3000,16.000,13.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,9499
388,HTC One E9s Dual SIM,HTC,One E9s Dual SIM,2600,5.50,Yes,720,1280,8,2000,16.000,13.00,4.00,Android,Yes,Yes,Yes,2,Yes,Yes,6999
389,Yu Yunique,Yu,nique,2000,4.70,Yes,720,1280,4,1000,8.000,8.00,2.00,Android,Yes,Yes,Yes,2,Yes,Yes,4695
390,Sony Xperia Z5 Dual,Sony,Xperia Z5 Dual,2900,5.20,Yes,1080,1920,8,3000,32.000,23.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,45999
391,Acer Liquid Z630s,Acer,Liquid Z630s,4000,5.50,Yes,720,1280,8,3000,32.000,8.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,7190
392,Xiaomi Redmi 2 Prime,Xiaomi,Redmi 2 Prime,2200,4.70,Yes,720,1280,4,2000,16.000,8.00,2.00,Android,Yes,Yes,Yes,2,Yes,Yes,6999
393,Asus ZenFone Max,Asus,ZenFone Max,5000,5.50,Yes,720,1280,4,2000,16.000,13.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,4999
394,Asus ZenFone 2 Deluxe,Asus,ZenFone 2 Deluxe,3000,5.50,Yes,1080,1920,4,4000,64.000,13.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,16999
395,Gionee Marathon M4,Gionee,Marathon M4,5000,5.00,Yes,720,1280,4,2000,16.000,8.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,4400
396,Asus ZenFone 2 Laser (ZE550KL),Asus,ZenFone 2 Laser (ZE550KL),3000,5.50,Yes,720,1280,4,2000,16.000,13.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,12999
397,Motorola Moto X Style,Motorola,Moto X Style,3000,5.70,Yes,1440,2560,6,3000,16.000,21.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,20999
398,InFocus M812,InFocus,M812,2900,5.50,Yes,1080,1920,4,3000,16.000,13.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,7916
399,Xolo Black,Xolo,Black,3200,5.50,Yes,1080,1920,8,2000,16.000,13.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,11936
400,Phicomm Passion 660,Phicomm,Passion 660,2300,5.00,Yes,1080,1920,8,2000,16.000,13.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,3238
401,Coolpad Dazen X7,Coolpad,Dazen X7,2700,5.20,Yes,1080,1920,8,2000,16.000,13.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,4999
402,Yu Yuphoria,Yu,phoria,2230,5.00,Yes,720,1280,4,2000,16.000,8.00,5.00,Cyanogen,Yes,Yes,Yes,2,Yes,Yes,8999
403,Honor 4C,Honor,4C,2550,5.00,Yes,720,1280,8,2000,8.000,13.00,5.00,Android,Yes,Yes,Yes,2,Yes,No,8999
404,Lenovo A6000 Plus,Lenovo,A6000 Plus,2300,5.00,Yes,720,1280,4,2000,16.000,8.00,2.00,Android,Yes,Yes,Yes,2,Yes,Yes,6399
405,Lenovo A7000,Lenovo,A7000,2900,5.50,Yes,720,1280,8,2000,8.000,8.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,6666
406,Motorola Moto E (Gen 2),Motorola,Moto E (Gen 2),2390,4.50,Yes,540,960,4,1000,8.000,5.00,0.30,Android,Yes,Yes,Yes,1,Yes,No,4999
407,HTC Desire 526G+ Dual SIM,HTC,Desire 526G+ Dual SIM,2000,4.70,Yes,540,960,8,1000,8.000,8.00,2.00,Android,Yes,Yes,Yes,2,Yes,No,9000
408,Lenovo A6000,Lenovo,A6000,2300,5.00,Yes,720,1280,4,1000,8.000,8.00,2.00,Android,Yes,Yes,Yes,2,Yes,Yes,5000
409,Asus ZenFone Zoom,Asus,ZenFone Zoom,3000,5.50,Yes,1080,1920,4,4000,64.000,13.00,5.00,Android,Yes,Yes,Yes,1,Yes,Yes,15999
410,Xiaomi Redmi 2,Xiaomi,Redmi 2,2200,4.70,Yes,720,1280,4,1000,8.000,8.00,2.00,Android,Yes,Yes,Yes,2,Yes,Yes,5399
411,Lava Iris Fuel 60,Lava,Iris Fuel 60,4000,5.00,Yes,720,1280,4,1000,8.000,10.00,2.00,Android,Yes,Yes,Yes,2,Yes,No,4299
412,Vivo Y15,Vivo,Y15,1900,4.50,Yes,480,854,4,512,4.000,5.00,2.00,Android,Yes,Yes,Yes,2,Yes,No,6539
413,Micromax Canvas Selfie,Micromax,Canvas Selfie,2300,4.70,Yes,720,1280,8,2000,16.000,13.00,13.00,Android,Yes,Yes,Yes,2,Yes,No,13895
414,Honor 4X,Honor,4X,3000,5.50,Yes,720,1280,4,2000,8.000,13.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,9999
415,Xolo Q2100,Xolo,Q2100,2800,5.50,Yes,720,1280,4,1000,8.000,8.00,2.00,Android,Yes,Yes,Yes,2,Yes,No,6998
416,Micromax Canvas 4 Plus,Micromax,Canvas 4 Plus,2000,5.00,Yes,720,1280,8,1000,16.000,13.00,5.00,Android,Yes,Yes,Yes,2,Yes,No,5490
417,Micromax Canvas A1,Micromax,Canvas A1,1700,4.50,Yes,480,854,4,1000,4.000,5.00,2.40,Android,Yes,Yes,Yes,2,Yes,No,4795
418,Karbonn Sparkle V,Karbonn,Sparkle V,1700,4.50,No,480,854,4,1000,4.000,5.00,2.40,Android,Yes,Yes,Yes,2,Yes,No,2899
419,Spice Dream Uno,Spice,Dream Uno,1700,4.50,No,480,854,4,1000,4.000,5.00,2.40,Android,Yes,Yes,Yes,2,Yes,No,7490
420,Micromax Canvas Nitro,Micromax,Canvas Nitro,2500,5.00,Yes,720,1280,8,2000,8.000,13.00,5.00,Android,Yes,Yes,Yes,2,Yes,No,4999
421,Nokia Lumia 830,Nokia,Lumia 830,2200,5.00,Yes,720,1280,4,1000,16.000,10.00,0.90,Windows,Yes,Yes,Yes,1,Yes,Yes,19999
422,HTC Desire 820,HTC,Desire 820,2600,5.50,Yes,720,1280,8,2000,16.000,13.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,25999
423,Samsung Galaxy Alpha,Samsung,Galaxy Alpha,1860,4.70,Yes,720,1280,8,2000,32.000,12.00,2.10,Android,Yes,Yes,Yes,1,Yes,Yes,9999
424,Xolo 8X-1000,Xolo,8X-1000,1920,5.00,Yes,720,1280,8,2000,16.000,8.00,2.00,Android,Yes,Yes,Yes,2,Yes,No,5499
425,Spice Stellar 520,Spice,Stellar 520,2000,5.00,Yes,720,1280,4,1000,4.000,8.00,2.00,Android,Yes,Yes,Yes,2,Yes,No,4999
426,Xiaomi Redmi 1S,Xiaomi,Redmi 1S,2000,4.70,Yes,720,1280,4,1000,8.000,8.00,1.60,Android,Yes,Yes,Yes,2,Yes,No,5999
427,Honor 6,Honor,6,3000,5.00,Yes,1080,1920,8,3000,16.000,13.00,5.00,Android,Yes,Yes,Yes,1,Yes,Yes,14999
428,Oppo N1 Mini,Oppo,N1 Mini,2140,5.00,Yes,720,1280,4,2000,16.000,13.00,0.00,Android,Yes,Yes,Yes,1,Yes,Yes,9990
429,Xolo Q1200,Xolo,Q1200,2000,5.00,Yes,720,1280,4,1000,8.000,8.00,2.00,Android,Yes,Yes,Yes,1,Yes,No,13667
430,Panasonic P81,Panasonic,P81,2500,5.50,Yes,720,1280,8,1000,8.000,13.00,2.00,Android,Yes,Yes,Yes,2,Yes,No,11900
431,Motorola Moto E,Motorola,Moto E,1980,4.30,Yes,540,960,2,1000,4.000,5.00,0.00,Android,Yes,Yes,Yes,2,Yes,No,4999
432,Oppo R1,Oppo,R1,2410,5.00,Yes,720,1280,4,1000,16.000,8.00,5.00,Android,Yes,Yes,Yes,2,Yes,No,11735
433,Xolo Q1010i,Xolo,Q1010i,2250,5.00,Yes,720,1280,4,1000,8.000,8.00,2.00,Android,Yes,Yes,Yes,2,Yes,No,13606
434,Micromax Canvas Knight,Micromax,Canvas Knight,2350,5.00,Yes,1080,1920,8,2000,32.000,16.00,8.00,Android,Yes,Yes,Yes,2,Yes,No,5999
435,HTC Desire 816,HTC,Desire 816,2600,5.50,Yes,720,1280,4,1000,8.000,13.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,27390
436,Nokia X Dual SIM,Nokia,X Dual SIM,1500,4.00,Yes,480,800,2,512,4.000,3.00,0.00,Cyanogen,Yes,Yes,Yes,2,Yes,No,7999
437,Lenovo S660,Lenovo,S660,3000,4.70,Yes,540,960,4,1000,8.000,8.00,0.30,Android,Yes,Yes,Yes,2,Yes,No,6700
438,Gionee Elife S5.5,Gionee,Elife S5.5,2300,5.00,Yes,1080,1920,8,2000,16.000,13.00,5.00,Android,Yes,Yes,Yes,1,Yes,No,10999
439,LG G Pro 2,LG,G Pro 2,3200,5.90,Yes,1080,1920,4,3000,16.000,13.00,2.10,Android,Yes,Yes,Yes,1,Yes,Yes,42021
440,Xolo Q1100,Xolo,Q1100,2000,5.00,Yes,720,1280,4,1000,8.000,8.00,2.00,Android,Yes,Yes,Yes,2,Yes,No,13677
441,Samsung Galaxy Note 3 Neo,Samsung,Galaxy Note 3 Neo,3100,5.50,Yes,720,1280,6,2000,16.000,8.00,2.00,Android,Yes,Yes,Yes,1,Yes,Yes,11250
442,Asus ZenFone 6,Asus,ZenFone 6,3300,6.00,Yes,720,1280,2,2000,16.000,13.00,2.00,Android,Yes,Yes,Yes,2,Yes,No,8891
443,Nokia Asha 502,Nokia,Asha 502,1010,3.00,Yes,240,320,1,64,0.064,5.00,0.00,Cyanogen,Yes,Yes,No,2,No,No,3499
444,Nokia Lumia 1020,Nokia,Lumia 1020,2000,4.50,Yes,768,1280,2,2000,32.000,41.00,1.20,Windows,Yes,Yes,Yes,1,Yes,Yes,10990
445,Spice Pinnacle FHD,Spice,Pinnacle FHD,2100,5.00,Yes,1080,1920,4,1000,8.000,8.00,2.00,Android,Yes,Yes,Yes,2,Yes,No,5999
446,Gionee Elife E6,Gionee,Elife E6,2000,5.00,Yes,1080,1920,4,2000,32.000,13.00,5.00,Android,Yes,Yes,Yes,1,Yes,No,21450
447,Micromax Canvas 4,Micromax,Canvas 4,2000,5.00,Yes,720,1280,4,1000,16.000,13.00,5.00,Android,Yes,Yes,Yes,2,Yes,No,5199
448,Lava Iris 504q,Lava,Iris 504q,2000,5.00,Yes,720,1280,4,1000,4.000,8.00,2.00,Android,Yes,Yes,Yes,2,Yes,No,9499
449,BlackBerry Q5,BlackBerry,Q5,2180,3.10,Yes,720,720,2,2000,8.000,5.00,2.00,BlackBerry,Yes,Yes,Yes,1,Yes,Yes,10800
450,BlackBerry Q10,BlackBerry,Q10,2100,3.10,Yes,720,720,1,2000,16.000,8.00,2.00,BlackBerry,Yes,Yes,Yes,1,Yes,Yes,9899
451,Lenovo P780,Lenovo,P780,4000,5.00,Yes,720,1280,4,1000,4.000,8.00,0.30,Android,Yes,Yes,Yes,2,Yes,No,15410
452,Sony Xperia U,Sony,Xperia U,1320,3.50,Yes,480,854,2,512,8.000,5.00,0.30,Android,Yes,Yes,Yes,1,Yes,No,4990
453,Sony Xperia SP,Sony,Xperia SP,2370,4.60,Yes,720,1280,2,1000,8.000,8.00,0.30,Android,Yes,Yes,Yes,1,Yes,Yes,21490
454,Samsung Galaxy Y Pro Duos,Samsung,Galaxy Y Pro Duos,1350,2.60,Yes,240,320,1,384,0.160,3.20,0.30,Android,Yes,Yes,Yes,2,Yes,No,5555
455,Samsung Galaxy Mega 5.8,Samsung,Galaxy Mega 5.8,2600,5.80,Yes,540,960,2,1000,8.000,8.00,1.90,Android,Yes,Yes,Yes,2,Yes,No,6999
456,Nokia Lumia 620,Nokia,Lumia 620,1300,3.80,Yes,480,800,2,512,8.000,5.00,0.30,Windows,Yes,Yes,Yes,1,Yes,No,4999
457,Nokia Lumia 820,Nokia,Lumia 820,1650,4.30,Yes,480,800,2,1000,8.000,8.00,0.30,Windows,Yes,Yes,Yes,1,Yes,No,19660
458,LG Optimus G,LG,Optimus G,2100,4.70,Yes,768,1280,4,2000,32.000,13.00,1.30,Android,Yes,Yes,Yes,1,Yes,No,9999
459,HTC One S,HTC,One S,1650,4.30,Yes,540,960,2,1000,16.000,8.00,0.30,Android,Yes,Yes,Yes,1,Yes,No,17172
460,BlackBerry Z10,BlackBerry,Z10,1800,4.20,Yes,768,1280,2,2000,16.000,8.00,2.00,BlackBerry,Yes,Yes,Yes,1,Yes,Yes,5500
461,Infinix S5 Lite,Infinix,S5 Lite,4000,6.50,Yes,720,1600,8,4000,64.000,16.00,16.00,Android,Yes,Yes,Yes,2,Yes,Yes,8999
462,Infinix S5,Infinix,S5,4000,6.60,Yes,720,1600,8,4000,64.000,16.00,32.00,Android,Yes,Yes,Yes,2,Yes,Yes,8999
463,Moto E6s,Motorola,Moto E6s,3000,6.10,Yes,720,1560,8,4000,64.000,13.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,6999
464,Tecno Camon i4,Tecno,Camon i4,3500,6.20,Yes,720,1520,4,2000,32.000,13.00,16.00,Android,Yes,Yes,Yes,2,Yes,Yes,6933
465,Nokia 4.2,Nokia,4.2,3000,5.71,Yes,720,1520,8,3000,32.000,13.00,8.00,Android,Yes,Yes,Yes,1,No,No,7999
466,Nokia 3.2,Nokia,3.2,4000,6.26,Yes,720,1520,4,2000,16.000,13.00,5.00,Android,Yes,Yes,Yes,1,No,No,6690
467,Samsung Galaxy M10,Samsung,Galaxy M10,3400,6.22,Yes,720,1520,8,2000,16.000,13.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,6999
468,Micromax Infinity N12,Micromax,Infinity N12,4000,6.19,Yes,720,1500,8,3000,32.000,13.00,16.00,Android,Yes,Yes,Yes,2,Yes,Yes,6299
469,Coolpad Note 8,Coolpad,Note 8,4000,5.99,Yes,1080,2160,8,4000,64.000,16.00,8.00,Android,Yes,Yes,No,1,No,No,7433
470,Samsung Galaxy J6+,Samsung,Galaxy J6+,3300,6.00,Yes,720,1480,4,4000,64.000,13.00,8.00,Android,Yes,Yes,Yes,1,No,No,11999
471,Samsung Galaxy J4+,Samsung,Galaxy J4+,3300,6.00,Yes,720,1480,4,2000,32.000,13.00,5.00,Android,Yes,Yes,Yes,1,No,No,9499
472,Samsung Galaxy J2 Core,Samsung,Galaxy J2 Core,2600,5.00,Yes,540,960,4,1000,8.000,8.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,6190
473,10.or D2,10.or,D2,3200,5.45,Yes,720,1440,4,2000,16.000,13.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,4999
474,Coolpad Mega 5A,Coolpad,Mega 5A,2500,5.47,Yes,720,1440,4,2000,16.000,8.00,5.00,Android,Yes,Yes,No,1,No,No,3900
475,Infinix Smart 2,Infinix,Smart 2,3050,5.45,Yes,720,1440,4,2000,16.000,13.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,3999
476,Infinix Hot 6 Pro,Infinix,Hot 6 Pro,4000,5.99,Yes,720,1440,4,3000,32.000,13.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,8999
477,iVoomi i2 Lite,iVoomi,i2 Lite,4000,5.45,Yes,720,1440,4,2000,16.000,13.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,4999
478,Honor 7S,Honor,7S,3020,5.45,Yes,720,1440,4,2000,16.000,13.00,5.00,Android,Yes,Yes,Yes,1,No,No,5999
479,Coolpad Note 6,Coolpad,Note 6,4070,5.50,Yes,1080,1920,8,4000,32.000,13.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,6999
480,Panasonic Eluga Ray 550,Panasonic,Eluga Ray 550,3250,5.70,Yes,720,1440,4,3000,16.000,13.00,8.00,Android,Yes,Yes,No,2,Yes,Yes,5709
481,Nokia 1,Nokia,1,2150,4.50,Yes,480,854,4,1000,8.000,5.00,2.00,Android,Yes,Yes,Yes,2,Yes,Yes,4672
482,Tecno Camon i,Tecno,Camon i,3050,5.65,Yes,720,1440,4,3000,32.000,13.00,13.00,Android,Yes,Yes,Yes,2,Yes,Yes,5930
483,iVoomi i1,iVoomi,i1,3000,5.45,Yes,640,1280,4,2000,16.000,13.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,4240
